Date,Open,High,Low,Close,Adj Close,Volume
2023-04-26,2633.000000,2647.649902,2625.649902,2641.000000,2632.470947,631279
2023-04-27,2641.000000,2674.000000,2631.500000,2663.449951,2654.848389,620037
2023-04-28,2672.449951,2679.300049,2619.500000,2641.850098,2633.318359,1567472
2023-05-02,2657.000000,2674.000000,2633.399902,2663.850098,2655.247314,726439
2023-05-03,2675.000000,2679.500000,2643.100098,2654.050049,2645.479004,808211
2023-05-04,2679.699951,2694.250000,2656.550049,2670.399902,2661.776123,1936641
2023-05-05,2670.600098,2766.000000,2666.300049,2732.899902,2724.074219,2190777
2023-05-08,2732.949951,2770.000000,2732.899902,2751.250000,2742.364990,848638
2023-05-09,2753.300049,2790.000000,2738.449951,2748.399902,2739.524170,893686
2023-05-10,2760.000000,2767.699951,2736.199951,2745.449951,2736.583740,522149
2023-05-11,2758.000000,2765.000000,2744.050049,2757.850098,2748.943848,621067
2023-05-12,2760.800049,2784.500000,2756.850098,2773.199951,2764.244141,705516
2023-05-15,2774.000000,2802.100098,2764.250000,2779.550049,2770.573730,772914
2023-05-16,2785.000000,2800.800049,2774.550049,2790.250000,2781.239014,548885
2023-05-17,2785.000000,2790.000000,2750.050049,2762.399902,2753.479004,539547
2023-05-18,2782.000000,2782.000000,2716.100098,2721.850098,2713.060059,612441
2023-05-19,2719.949951,2719.949951,2683.050049,2701.649902,2692.925049,846419
2023-05-22,2701.600098,2734.000000,2701.100098,2712.550049,2703.790039,559506
2023-05-23,2719.949951,2726.399902,2677.300049,2683.449951,2674.783936,713749
2023-05-24,2675.000000,2722.000000,2670.000000,2707.250000,2698.507080,814553
2023-05-25,2714.449951,2720.000000,2682.000000,2707.949951,2699.204834,651488
2023-05-26,2707.949951,2759.699951,2699.149902,2742.149902,2733.294189,811400
2023-05-29,2745.000000,2821.800049,2745.000000,2812.250000,2803.167969,1107678
2023-05-30,2829.500000,2841.899902,2797.699951,2802.500000,2793.449463,1263691
2023-05-31,2802.500000,2832.100098,2790.100098,2823.250000,2814.132568,1394580
2023-06-01,2823.250000,2837.649902,2814.699951,2827.250000,2818.119629,538550
2023-06-02,2830.000000,2871.000000,2826.449951,2861.649902,2852.408447,1116501
2023-06-05,2875.000000,2875.000000,2840.000000,2855.699951,2846.477539,724102
2023-06-06,2860.949951,2893.000000,2858.300049,2881.449951,2872.144531,1148132
2023-06-07,2895.000000,2910.000000,2870.000000,2906.949951,2897.562012,862821
2023-06-08,2906.899902,2921.850098,2871.050049,2877.000000,2867.708984,560514
2023-06-09,2890.000000,2919.949951,2863.250000,2876.250000,2866.961426,727880
2023-06-12,2884.949951,2885.449951,2833.250000,2852.600098,2843.387695,1112274
2023-06-13,2859.899902,2918.000000,2855.100098,2912.500000,2903.094238,776313
2023-06-14,2920.000000,2928.199951,2897.000000,2907.050049,2897.661865,617700
2023-06-15,2911.050049,2924.649902,2900.000000,2908.000000,2898.608887,564711
2023-06-16,2911.800049,2960.000000,2911.800049,2954.300049,2944.759277,1022389
2023-06-19,2967.000000,3024.399902,2963.350098,2968.600098,2959.013184,1382633
2023-06-20,2972.699951,2986.350098,2948.300049,2974.000000,2964.395752,672298
2023-06-21,2974.000000,2985.000000,2958.149902,2971.100098,2961.505127,509602
2023-06-22,2975.000000,2984.750000,2955.800049,2970.250000,2960.657715,496441
2023-06-23,2972.500000,2981.000000,2932.000000,2939.149902,2929.658203,869340
2023-06-26,2940.000000,2981.000000,2940.000000,2972.600098,2963.000244,839713
2023-06-27,2973.000000,2989.199951,2940.699951,2975.699951,2966.090088,913730
2023-06-28,2995.000000,3044.399902,2985.050049,3028.100098,3018.321045,1525117
2023-06-30,3046.000000,3067.949951,3029.149902,3047.649902,3037.807617,946112
2023-07-03,3050.100098,3054.000000,3026.300049,3038.300049,3028.488037,429100
2023-07-04,3041.500000,3090.000000,3039.000000,3074.649902,3064.720459,1291238
2023-07-05,3075.000000,3113.899902,3063.000000,3099.850098,3089.839355,643663
2023-07-06,3100.000000,3111.850098,3081.399902,3106.399902,3096.367920,976956
2023-07-07,3140.000000,3210.000000,3126.399902,3144.000000,3133.846680,3630808
2023-07-10,3155.000000,3155.000000,3030.250000,3045.550049,3035.714600,1777220
2023-07-11,3062.850098,3098.000000,3044.800049,3087.600098,3077.628906,1141925
2023-07-12,3114.000000,3124.000000,3087.649902,3096.500000,3086.500000,1300168
2023-07-13,3113.949951,3114.600098,3079.300049,3084.750000,3084.750000,932018
2023-07-14,3093.649902,3097.350098,3042.600098,3055.550049,3055.550049,721349
2023-07-17,3070.000000,3072.949951,3020.000000,3033.449951,3033.449951,866575
2023-07-18,3033.449951,3039.949951,2963.399902,2996.449951,2996.449951,1359863
2023-07-19,3010.100098,3017.399902,2985.050049,2995.649902,2995.649902,568891
2023-07-20,3002.250000,3016.600098,2966.000000,2989.300049,2989.300049,1021556
2023-07-21,2990.750000,3005.000000,2970.000000,2976.300049,2976.300049,599594
2023-07-24,2978.000000,2992.899902,2951.250000,2979.199951,2979.199951,523141
2023-07-25,2980.000000,3032.899902,2972.750000,3029.000000,3029.000000,874788
2023-07-26,3044.899902,3044.899902,2995.000000,3008.350098,3008.350098,588487
2023-07-27,3013.949951,3024.100098,2983.649902,3002.100098,3002.100098,595544
2023-07-28,3008.149902,3010.000000,2951.699951,2987.000000,2987.000000,837051
2023-07-31,2950.000000,3017.949951,2950.000000,3004.050049,3004.050049,656048
2023-08-01,3024.850098,3027.500000,2987.699951,3001.899902,3001.899902,602288
2023-08-02,3005.649902,3005.699951,2960.000000,2977.149902,2977.149902,1152335
2023-08-03,2937.949951,2986.949951,2883.000000,2902.100098,2902.100098,3319847
2023-08-04,2919.949951,2935.800049,2898.000000,2904.399902,2904.399902,709334
2023-08-07,2919.949951,2919.949951,2882.449951,2904.600098,2904.600098,580359
2023-08-08,2918.000000,2932.000000,2904.600098,2921.250000,2921.250000,474417
2023-08-09,2924.000000,2962.000000,2918.149902,2955.899902,2955.899902,600081
2023-08-10,2958.000000,2995.500000,2917.000000,2988.550049,2988.550049,970990
2023-08-11,2988.500000,3067.449951,2980.000000,3017.250000,3017.250000,1823274
2023-08-14,3020.350098,3020.350098,2988.350098,3010.649902,3010.649902,542561
2023-08-16,3005.000000,3015.899902,2978.050049,3011.100098,3011.100098,544441
2023-08-17,3018.000000,3079.449951,3012.000000,3071.750000,3071.750000,1699758
2023-08-18,3070.600098,3079.500000,3035.000000,3050.449951,3050.449951,860782
2023-08-21,3051.000000,3082.500000,3050.000000,3078.300049,3078.300049,706621
2023-08-22,3084.949951,3091.000000,3040.100098,3075.600098,3075.600098,714220
2023-08-23,3075.600098,3085.000000,3056.300049,3070.000000,3070.000000,602197
2023-08-24,3075.699951,3099.899902,3056.250000,3061.199951,3061.199951,618626
2023-08-25,3055.000000,3074.750000,3037.550049,3067.199951,3067.199951,648003
2023-08-28,3074.000000,3079.949951,3040.699951,3048.550049,3048.550049,471698
2023-08-29,3051.949951,3090.000000,3044.000000,3079.399902,3079.399902,482639
2023-08-30,3080.000000,3111.000000,3067.000000,3082.199951,3082.199951,582766
2023-08-31,3090.850098,3118.949951,3082.199951,3104.449951,3104.449951,1420498
2023-09-01,3111.949951,3124.899902,3100.000000,3116.800049,3116.800049,423739
2023-09-04,3116.949951,3124.949951,3086.300049,3100.300049,3100.300049,539813
2023-09-05,3120.000000,3157.500000,3115.000000,3136.149902,3136.149902,721199
2023-09-06,3136.149902,3180.550049,3120.850098,3176.050049,3176.050049,1163154
2023-09-07,3173.000000,3182.949951,3152.000000,3172.800049,3172.800049,805295
2023-09-08,3182.000000,3205.000000,3172.800049,3199.100098,3199.100098,700158
2023-09-11,3209.949951,3221.550049,3186.600098,3213.300049,3213.300049,544452
2023-09-12,3216.050049,3221.149902,3177.600098,3185.800049,3185.800049,591509
2023-09-13,3178.050049,3270.000000,3178.050049,3263.199951,3263.199951,1370306
2023-09-14,3277.550049,3302.449951,3240.000000,3261.350098,3261.350098,1264935
2023-09-15,3261.600098,3264.000000,3239.000000,3248.600098,3248.600098,1397407
2023-09-18,3257.000000,3352.000000,3246.800049,3339.500000,3339.500000,1423507
2023-09-20,3314.000000,3349.000000,3300.050049,3306.649902,3306.649902,1201025
2023-09-21,3300.000000,3322.500000,3285.800049,3304.500000,3304.500000,1091384
2023-09-22,3298.800049,3298.800049,3261.699951,3274.500000,3274.500000,1019051
2023-09-25,3274.500000,3314.899902,3261.350098,3283.949951,3283.949951,623515
2023-09-26,3294.000000,3308.000000,3255.000000,3262.600098,3262.600098,1054827
2023-09-27,3246.800049,3266.949951,3186.000000,3214.550049,3214.550049,1464192
2023-09-28,3217.500000,3224.899902,3141.750000,3157.250000,3157.250000,1214383
2023-09-29,3160.050049,3176.449951,3143.050049,3148.800049,3148.800049,697564
2023-10-03,3148.800049,3212.500000,3114.399902,3196.250000,3196.250000,1007308
2023-10-04,3186.000000,3205.000000,3151.000000,3166.649902,3166.649902,486969
2023-10-05,3173.899902,3231.000000,3165.000000,3216.500000,3216.500000,1109881
2023-10-06,3230.000000,3319.800049,3221.100098,3309.750000,3309.750000,1102120
2023-10-09,3294.699951,3296.000000,3249.050049,3267.500000,3267.500000,822467
2023-10-10,3295.000000,3299.199951,3259.300049,3269.199951,3269.199951,633934
2023-10-11,3289.699951,3296.000000,3264.000000,3280.500000,3280.500000,546575
2023-10-12,3292.000000,3295.050049,3262.600098,3285.000000,3285.000000,429096
2023-10-13,3285.000000,3307.000000,3266.550049,3283.750000,3283.750000,920545
2023-10-16,3284.000000,3329.000000,3275.000000,3301.399902,3301.399902,778014
2023-10-17,3317.949951,3328.449951,3304.100098,3308.449951,3308.449951,584625
2023-10-18,3309.199951,3324.149902,3277.500000,3282.750000,3282.750000,324535
2023-10-19,3270.000000,3300.949951,3239.000000,3284.649902,3284.649902,698767
2023-10-20,3272.649902,3291.500000,3244.000000,3266.199951,3266.199951,657550
2023-10-23,3246.199951,3274.949951,3209.699951,3219.750000,3219.750000,566920
2023-10-25,3216.000000,3236.300049,3179.000000,3187.850098,3187.850098,762466
2023-10-26,3160.350098,3189.899902,3092.050049,3100.800049,3100.800049,1124281
2023-10-27,3095.100098,3138.750000,3087.250000,3120.699951,3120.699951,1050608
2023-10-30,3105.000000,3121.949951,3075.000000,3116.449951,3116.449951,802316
2023-10-31,3119.600098,3205.800049,3087.850098,3189.649902,3189.649902,1235478
2023-11-01,3193.850098,3212.899902,3168.350098,3173.399902,3173.399902,756820
2023-11-02,3200.000000,3228.500000,3180.000000,3201.500000,3201.500000,774180
2023-11-03,3205.149902,3288.000000,3205.050049,3274.500000,3274.500000,1355614
2023-11-06,3310.000000,3310.000000,3245.300049,3267.050049,3267.050049,1137606
2023-11-07,3274.000000,3286.449951,3250.199951,3270.199951,3270.199951,433992
2023-11-08,3289.000000,3323.800049,3272.199951,3311.850098,3311.850098,632305
2023-11-09,3320.949951,3320.949951,3274.649902,3283.750000,3283.750000,1317398
2023-11-10,3263.050049,3274.949951,3223.000000,3256.350098,3256.350098,1170763
2023-11-13,3275.000000,3278.350098,3250.600098,3264.750000,3264.750000,275538
2023-11-15,3275.250000,3300.899902,3260.750000,3295.949951,3295.949951,747863
2023-11-16,3295.399902,3358.000000,3259.250000,3335.949951,3335.949951,1055389
2023-11-17,3339.000000,3366.000000,3326.699951,3338.850098,3338.850098,633405
2023-11-20,3338.000000,3353.949951,3312.250000,3345.850098,3345.850098,497379
2023-11-21,3365.000000,3401.750000,3355.100098,3394.449951,3394.449951,1038863
2023-11-22,3400.000000,3435.000000,3396.050049,3429.850098,3429.850098,980779
2023-11-23,3433.899902,3441.949951,3396.300049,3408.399902,3408.399902,517362
2023-11-24,3406.000000,3419.100098,3382.550049,3396.949951,3396.949951,589530
2023-11-28,3417.949951,3445.949951,3397.350098,3442.399902,3442.399902,733524
2023-11-29,3473.850098,3473.850098,3424.000000,3429.300049,3429.300049,819200
2023-11-30,3431.100098,3500.000000,3422.250000,3490.600098,3490.600098,1480088
2023-12-01,3499.000000,3500.000000,3470.000000,3489.500000,3489.500000,655263
2023-12-04,3550.000000,3550.000000,3478.050049,3488.399902,3488.399902,808838
2023-12-05,3488.399902,3550.000000,3479.000000,3545.300049,3545.300049,713651
2023-12-06,3550.000000,3573.949951,3522.100098,3546.899902,3546.899902,474140
2023-12-07,3546.899902,3595.000000,3519.050049,3585.399902,3585.399902,820214
2023-12-08,3575.000000,3646.949951,3575.000000,3634.649902,3634.649902,1562141
2023-12-11,3634.550049,3644.600098,3598.300049,3630.500000,3630.500000,620604
2023-12-12,3637.000000,3644.500000,3563.250000,3571.399902,3571.399902,1075941
2023-12-13,3585.000000,3609.750000,3552.750000,3602.350098,3602.350098,717618
2023-12-14,3647.000000,3647.000000,3584.350098,3591.399902,3591.399902,992762
2023-12-15,3615.000000,3615.000000,3584.800049,3600.550049,3600.550049,906271
2023-12-18,3600.699951,3667.199951,3593.899902,3619.600098,3619.600098,699850
2023-12-19,3610.649902,3627.949951,3600.100098,3610.449951,3610.449951,577926
2023-12-20,3610.449951,3651.500000,3541.000000,3554.100098,3554.100098,849001
2023-12-21,3524.100098,3598.949951,3518.800049,3580.000000,3580.000000,816722
2023-12-22,3580.000000,3638.449951,3560.550049,3627.350098,3627.350098,777099
2023-12-26,3635.000000,3665.000000,3623.449951,3656.699951,3656.699951,526101
2023-12-27,3668.000000,3695.000000,3645.000000,3689.250000,3689.250000,666625
2023-12-28,3699.899902,3737.000000,3680.699951,3715.100098,3715.100098,1033648
2023-12-29,3715.100098,3715.100098,3660.250000,3675.449951,3675.449951,709614
2024-01-01,3689.000000,3698.000000,3667.500000,3677.149902,3677.149902,286683
2024-01-02,3689.000000,3707.850098,3642.500000,3698.250000,3698.250000,453685
2024-01-03,3708.000000,3709.949951,3665.000000,3693.050049,3693.050049,356757
2024-01-04,3696.000000,3727.000000,3686.649902,3719.699951,3719.699951,545228
2024-01-05,3719.699951,3750.000000,3687.250000,3712.550049,3712.550049,963628
2024-01-08,3770.000000,3776.850098,3695.800049,3706.050049,3706.050049,1202148
2024-01-09,3736.949951,3753.949951,3685.149902,3694.000000,3694.000000,572612
2024-01-10,3708.000000,3730.000000,3690.000000,3714.449951,3714.449951,556311
2024-01-11,3726.899902,3742.699951,3692.600098,3698.600098,3698.600098,392818
2024-01-12,3700.000000,3734.300049,3647.949951,3726.000000,3726.000000,990582
2024-01-15,3740.000000,3775.000000,3736.000000,3758.850098,3758.850098,661292
2024-01-16,3758.850098,3858.000000,3756.000000,3820.300049,3820.300049,1170685
2024-01-17,3818.949951,3855.000000,3800.000000,3830.050049,3830.050049,723356
2024-01-18,3791.350098,3824.649902,3718.850098,3734.699951,3734.699951,1293580
2024-01-19,3742.199951,3861.500000,3740.699951,3810.600098,3810.600098,2566367
2024-01-23,3786.000000,3858.000000,3705.750000,3739.649902,3739.649902,1053510
2024-01-24,3764.000000,3780.000000,3711.750000,3767.850098,3767.850098,636988
2024-01-25,3770.399902,3796.949951,3730.100098,3770.199951,3770.199951,646135
2024-01-29,3760.600098,3875.000000,3760.550049,3866.649902,3866.649902,699215
2024-01-30,3882.000000,3886.949951,3715.000000,3735.750000,3735.750000,852445
2024-01-31,3749.000000,3775.000000,3653.250000,3697.550049,3697.550049,1386754
2024-02-01,3738.000000,3738.000000,3601.000000,3627.449951,3627.449951,1408462
2024-02-02,3635.000000,3713.449951,3602.449951,3612.399902,3612.399902,2320153
2024-02-05,3612.949951,3624.649902,3534.899902,3552.050049,3552.050049,1771614
2024-02-06,3552.050049,3577.949951,3531.600098,3559.149902,3559.149902,1069901
2024-02-07,3578.000000,3620.000000,3555.800049,3576.500000,3576.500000,900220
2024-02-08,3604.800049,3610.000000,3503.000000,3549.100098,3549.100098,1011857
2024-02-09,3549.100098,3597.899902,3532.850098,3591.600098,3591.600098,838509
2024-02-12,3599.000000,3618.600098,3570.050049,3585.250000,3585.250000,487283
2024-02-13,3607.000000,3608.750000,3551.149902,3559.949951,3559.949951,796060
2024-02-14,3546.000000,3593.850098,3503.300049,3585.550049,3585.550049,1046318
2024-02-15,3595.050049,3632.000000,3571.000000,3622.050049,3622.050049,759063
2024-02-16,3648.000000,3690.000000,3624.500000,3655.399902,3655.399902,915502
2024-02-19,3671.949951,3709.500000,3650.000000,3695.050049,3695.050049,528874
2024-02-20,3700.000000,3719.949951,3665.500000,3686.699951,3686.699951,744107
2024-02-21,3652.050049,3707.500000,3640.000000,3656.350098,3656.350098,660426
2024-02-22,3676.000000,3676.000000,3555.350098,3652.050049,3652.050049,1017437
2024-02-23,3672.000000,3737.000000,3655.000000,3691.949951,3691.949951,897831
2024-02-26,3690.000000,3690.000000,3610.850098,3622.500000,3622.500000,546842
2024-02-27,3630.000000,3675.000000,3621.050049,3653.850098,3653.850098,673959
2024-02-28,3655.000000,3669.000000,3582.149902,3594.699951,3594.699951,538608
2024-02-29,3595.199951,3654.000000,3585.300049,3624.399902,3624.399902,1692242
2024-03-01,3630.000000,3774.000000,3626.000000,3765.899902,3765.899902,1533727
2024-03-04,3761.600098,3764.100098,3715.000000,3732.399902,3732.399902,787542
2024-03-05,3748.000000,3759.149902,3708.000000,3750.750000,3750.750000,733660
2024-03-06,3748.050049,3815.000000,3702.699951,3810.750000,3810.750000,765602
2024-03-07,3812.050049,3824.250000,3768.100098,3786.899902,3786.899902,838514
